Time [s], II
57.184,0.23047
57.192,0.23438
57.2,0.23047
57.208,0.23438
57.216,0.23047
57.224,0.23438
57.232,0.23047
57.24,0.23047
57.248,0.23438
57.256,0.25977
57.264,0.29102
57.272,0.30078
57.28,0.30469
57.288,0.34961
57.296,0.375
57.304,0.38086
57.312,0.33984
57.32,0.30078
57.328,0.2793
57.336,0.30078
57.344,0.25977
57.352,0.21484
57.36,0.18555
57.368,0.17578
57.376,0.16602
57.384,0.16016
57.392,0.16016
57.4,0.16016
57.408,0.16016
57.416,0.16016
57.424,0.16016
57.432,0.16016
57.44,0.16602
57.448,0.20117
57.456,0.32422
57.464,0.43555
57.472,0.51562
57.48,0.40039
57.488,0.060547
57.496,0.019531
57.504,0.14453
57.512,0.16602
57.52,0.18945
57.528,0.18945
57.536,0.19531
57.544,0.20117
57.552,0.20508
57.56,0.21094
57.568,0.20508
57.576,0.21484
57.584,0.21484
57.592,0.22461
57.6,0.2207
57.608,0.23047
57.616,0.23438
57.624,0.24609
57.632,0.25
57.64,0.25586
57.648,0.25977
57.656,0.27539
57.664,0.27539
57.672,0.2793
57.68,0.2793
57.688,0.28516
57.696,0.27539
57.704,0.26562
57.712,0.24023
57.72,0.2207
57.728,0.20117
57.736,0.17969
57.744,0.16016
57.752,0.15039
57.76,0.16016
57.768,0.17969
57.776,0.19531
57.784,0.20508
57.792,0.21094
57.8,0.21484
57.808,0.22461
57.816,0.21484
57.824,0.2207
57.832,0.2207
57.84,0.2207
57.848,0.2207
57.856,0.22461
57.864,0.22461
57.872,0.23047
57.88,0.23047
57.888,0.23047
57.896,0.23047
57.904,0.23047
57.912,0.23047
57.92,0.23047
57.928,0.25586
57.936,0.29102
57.944,0.29492
57.952,0.29102
57.96,0.3457
57.968,0.36523
57.976,0.37109
57.984,0.33594
57.992,0.29492
58,0.26953
58.008,0.28516
58.016,0.25586
58.024,0.2207
58.032,0.17969
58.04,0.16602
58.048,0.16016
58.056,0.15625
58.064,0.15039
58.072,0.15625
58.08,0.16016
58.088,0.16016
58.096,0.15625
58.104,0.16016
58.112,0.16016
58.12,0.19531
58.128,0.31445
58.136,0.43945
58.144,0.54492
58.152,0.43945
58.16,0.089844
58.168,0.060547
58.176,0.17578
58.184,0.16602
58.192,0.18555
58.2,0.17969
58.208,0.18555
58.216,0.18555
58.224,0.19531
58.232,0.18945
58.24,0.20117
58.248,0.20117
58.256,0.20508
58.264,0.20508
58.272,0.21094
58.28,0.21484
58.288,0.2207
58.296,0.23047
58.304,0.23047
58.312,0.23047
58.32,0.25
58.328,0.25586
58.336,0.25
58.344,0.25586
58.352,0.25586
58.36,0.25586
58.368,0.24609
58.376,0.23047
58.384,0.21484
58.392,0.20117
58.4,0.16992
58.408,0.16016
58.416,0.15039
58.424,0.15039
58.432,0.15625
58.44,0.17578
58.448,0.18555
58.456,0.20117
58.464,0.21094
58.472,0.22461
58.48,0.2207
58.488,0.22461
58.496,0.23047
58.504,0.22461
58.512,0.23047
58.52,0.23438
58.528,0.23047
58.536,0.23438
58.544,0.24023
58.552,0.23438
58.56,0.24023
58.568,0.24023
58.576,0.24609
58.584,0.23438
58.592,0.25586
58.6,0.29492
58.608,0.31055
58.616,0.30469
58.624,0.34961
58.632,0.375
58.64,0.38477
58.648,0.35547
58.656,0.33008
58.664,0.28516
58.672,0.31055
58.68,0.29102
58.688,0.25
58.696,0.20508
58.704,0.18555
58.712,0.17969
58.72,0.17578
58.728,0.16016
58.736,0.16016
58.744,0.16602
58.752,0.16016
58.76,0.16992
58.768,0.16992
58.776,0.17969
58.784,0.19531
58.792,0.29102
58.8,0.41602
58.808,0.55078
58.816,0.59961
58.824,0.23047
58.832,0.11523
58.84,0.20117
58.848,0.18945
58.856,0.18555
58.864,0.19531
58.872,0.18555
58.88,0.18555
58.888,0.18555
58.896,0.18945
58.904,0.19531
58.912,0.20117
58.92,0.20508
58.928,0.21094
58.936,0.21484
58.944,0.2207
58.952,0.23047
58.96,0.24023
58.968,0.24609
58.976,0.25586
58.984,0.25586
58.992,0.25586
59,0.25586
59.008,0.26562
59.016,0.26562
59.024,0.26562
59.032,0.25586
59.04,0.24023
59.048,0.21484
59.056,0.20117
59.064,0.17578
59.072,0.16016
59.08,0.13477
59.088,0.13477
59.096,0.14062
59.104,0.16016
59.112,0.16992
59.12,0.18945
59.128,0.20117
59.136,0.20508
59.144,0.21484
59.152,0.21094
59.16,0.21484
59.168,0.2207
59.176,0.22461
59.184,0.22461
59.192,0.23047
59.2,0.23047
59.208,0.23438
59.216,0.23047
59.224,0.24023
59.232,0.24023
59.24,0.24609
59.248,0.24023
59.256,0.25977
59.264,0.29492
59.272,0.31055
59.28,0.31055
59.288,0.3457
59.296,0.38086
59.304,0.38477
59.312,0.34961
59.32,0.33594
59.328,0.28516
59.336,0.30469
59.344,0.29492
59.352,0.25
59.36,0.20508
59.368,0.17969
59.376,0.17578
59.384,0.16602
59.392,0.16992
59.4,0.16016
59.408,0.16016
59.416,0.16602
59.424,0.16992
59.432,0.16602
59.44,0.16992
59.448,0.18945
59.456,0.2793
59.464,0.41016
59.472,0.50977
59.48,0.55078
59.488,0.20117
59.496,0.041016
59.504,0.13477
59.512,0.15625
59.52,0.18555
59.528,0.19531
59.536,0.20117
59.544,0.20117
59.552,0.20117
59.56,0.20508
59.568,0.21094
59.576,0.21484
59.584,0.2207
59.592,0.23047
59.6,0.22461
59.608,0.23047
59.616,0.23438
59.624,0.24609
59.632,0.25
59.64,0.25586
59.648,0.25977
59.656,0.27539
59.664,0.27539
59.672,0.28516
59.68,0.28516
59.688,0.29102
59.696,0.2793
59.704,0.26953
59.712,0.25
59.72,0.23047
59.728,0.20508
59.736,0.18945
59.744,0.16992
59.752,0.16016
59.76,0.16016
59.768,0.17578
59.776,0.19531
59.784,0.20508
59.792,0.21484
59.8,0.2207
59.808,0.23047
59.816,0.22461
59.824,0.23047
59.832,0.23047
59.84,0.23047
59.848,0.22461
59.856,0.23047
59.864,0.23047
59.872,0.23047
59.88,0.23047
59.888,0.23047
59.896,0.23047
59.904,0.24023
59.912,0.23438
59.92,0.24023
59.928,0.26953
59.936,0.30469
59.944,0.31055
59.952,0.32422
59.96,0.36523
59.968,0.38477
59.976,0.37109
59.984,0.3457
59.992,0.30078
60,0.27539
60.008,0.29492
60.016,0.26562
60.024,0.2207
60.032,0.18555
60.04,0.16992
60.048,0.16602
60.056,0.16016
60.064,0.15625
60.072,0.16016
60.08,0.15625
60.088,0.16016
60.096,0.16016
60.104,0.16016
60.112,0.16602
60.12,0.21484
60.128,0.33984
60.136,0.45508
60.144,0.52539
60.152,0.40039
60.16,0.050781
60.168,0.025391
60.176,0.14062
60.184,0.16992
60.192,0.18555
60.2,0.18945
60.208,0.20117
60.216,0.20117
60.224,0.20508
60.232,0.20508
60.24,0.21484
60.248,0.21484
60.256,0.22461
60.264,0.22461
60.272,0.24023
60.28,0.23438
60.288,0.24609
60.296,0.25
60.304,0.25586
60.312,0.25977
60.32,0.27539
60.328,0.27539
60.336,0.28516
60.344,0.29102
60.352,0.29102
60.36,0.28516
60.368,0.2793
60.376,0.26562
60.384,0.24609
60.392,0.22461
60.4,0.20117
60.408,0.17969
60.416,0.16602
60.424,0.16602
60.432,0.17578
60.44,0.18945
60.448,0.20508
60.456,0.2207
60.464,0.22461
60.472,0.23047
60.48,0.23047
60.488,0.23047
60.496,0.23047
60.504,0.23047
60.512,0.23438
60.52,0.24023
60.528,0.24609
60.536,0.24023
60.544,0.25
60.552,0.25586
60.56,0.25
60.568,0.24609
60.576,0.24023
60.584,0.23438
60.592,0.25586
60.6,0.29492
60.608,0.31055
60.616,0.31055
60.624,0.34961
60.632,0.375
60.64,0.38477
60.648,0.35547
60.656,0.33594
60.664,0.28516
60.672,0.31055
60.68,0.28516
60.688,0.24023
60.696,0.20117
60.704,0.18555
60.712,0.17969
60.72,0.17578
60.728,0.16602
60.736,0.16602
60.744,0.16016
60.752,0.16602
60.76,0.16602
60.768,0.16602
60.776,0.16992
60.784,0.19531
60.792,0.2793
60.8,0.41992
60.808,0.49414
60.816,0.5293
60.824,0.21484
60.832,0.044922
60.84,0.14062
60.848,0.16992
60.856,0.19531
60.864,0.20508
60.872,0.20508
60.88,0.20508
60.888,0.2207
60.896,0.2207
60.904,0.23047
60.912,0.22461
60.92,0.23047
60.928,0.24023
60.936,0.24609
60.944,0.24609
60.952,0.25586
60.96,0.25977
60.968,0.26953
60.976,0.27539
60.984,0.27539
60.992,0.2793
61,0.2793
61.008,0.29492
61.016,0.30078
61.024,0.30469
61.032,0.30078
61.04,0.28516
61.048,0.26953
61.056,0.25
61.064,0.22461
61.072,0.20508
61.08,0.17969
61.088,0.16992
61.096,0.16602
61.104,0.18555
61.112,0.20117
61.12,0.21094
61.128,0.22461
61.136,0.23047
61.144,0.23047
61.152,0.23047
61.16,0.23438
61.168,0.23047
61.176,0.23047
61.184,0.23047
61.192,0.23047
61.2,0.23047
61.208,0.24023
61.216,0.24023
61.224,0.24023
61.232,0.24023
61.24,0.24023
61.248,0.24023
61.256,0.26562
61.264,0.29492
61.272,0.30469
61.28,0.31055
61.288,0.34961
61.296,0.375
61.304,0.38086
61.312,0.34961
61.32,0.33008
61.328,0.28516
61.336,0.29492
61.344,0.26953
61.352,0.22461
61.36,0.18945
61.368,0.17969
61.376,0.17578
61.384,0.16016
61.392,0.15039
61.4,0.15625
61.408,0.15039
61.416,0.15625
61.424,0.16016
61.432,0.15039
61.44,0.16016
61.448,0.17578
61.456,0.26953
61.464,0.4043
61.472,0.49414
61.48,0.52539
61.488,0.15625
61.496,0.035156
61.504,0.13477
61.512,0.15039
61.52,0.16992
61.528,0.17578
61.536,0.18555
61.544,0.18555
61.552,0.18945
61.56,0.18945
61.568,0.19531
61.576,0.20117
61.584,0.20508
61.592,0.21094
61.6,0.21094
61.608,0.21484
61.616,0.21484
61.624,0.23047
61.632,0.23047
61.64,0.24023
61.648,0.25
61.656,0.25586
61.664,0.25586
61.672,0.25977
61.68,0.26562
61.688,0.26953
61.696,0.25586
61.704,0.24609
61.712,0.2207
61.72,0.21094
61.728,0.18555
61.736,0.16992
61.744,0.15039
61.752,0.15039
61.76,0.15039
61.768,0.16602
61.776,0.17969
61.784,0.19531
61.792,0.20508
61.8,0.20508
61.808,0.21484
61.816,0.21094
61.824,0.2207
61.832,0.21484
61.84,0.2207
61.848,0.21484
61.856,0.22461
61.864,0.22461
61.872,0.22461
61.88,0.22461
61.888,0.23047
61.896,0.22461
61.904,0.23047
61.912,0.23047
61.92,0.25586
61.928,0.28516
61.936,0.29492
61.944,0.29102
61.952,0.33984
61.96,0.37109
61.968,0.36523
61.976,0.33008
61.984,0.31055
61.992,0.26953
62,0.28516
62.008,0.26562
62.016,0.2207
62.024,0.17969
62.032,0.16602
62.04,0.16992
62.048,0.16016
62.056,0.15039
62.064,0.14453
62.072,0.14453
62.08,0.14062
62.088,0.14453
62.096,0.15039
62.104,0.15625
62.112,0.17578
62.12,0.27539
62.128,0.4043
62.136,0.51953
62.144,0.57031
62.152,0.20508
62.16,0.089844
62.168,0.17578
62.176,0.16016
62.184,0.16992
62.192,0.17578
62.2,0.16602
62.208,0.17578
62.216,0.17969
62.224,0.17578
62.232,0.18945
62.24,0.19531
62.248,0.20117
62.256,0.21094
62.264,0.20508
62.272,0.21484
62.28,0.21484
62.288,0.23047
62.296,0.23047
62.304,0.24023
62.312,0.23438
62.32,0.25
62.328,0.25586
62.336,0.25
62.344,0.25586
62.352,0.25586
62.36,0.24609
62.368,0.23047
62.376,0.21484
62.384,0.18555
62.392,0.16016
62.4,0.15039
62.408,0.13477
62.416,0.13477
62.424,0.14062
62.432,0.15039
62.44,0.16992
62.448,0.17969
62.456,0.19531
62.464,0.20508
62.472,0.21094
62.48,0.20508
62.488,0.2207
62.496,0.2207
62.504,0.22461
62.512,0.2207
62.52,0.2207
62.528,0.23047
62.536,0.23047
62.544,0.22461
62.552,0.23047
62.56,0.23047
62.568,0.23047
62.576,0.23438
62.584,0.26562
62.592,0.30078
62.6,0.30078
62.608,0.31445
62.616,0.34961
62.624,0.37109
62.632,0.35547
62.64,0.33008
62.648,0.28516
62.656,0.27539
62.664,0.29492
62.672,0.25586
62.68,0.20508
62.688,0.17969
62.696,0.16992
62.704,0.16602
62.712,0.15625
62.72,0.15625
62.728,0.15039
62.736,0.15625
62.744,0.15625
62.752,0.16016
62.76,0.15625
62.768,0.16016
62.776,0.20117
62.784,0.32422
62.792,0.45508
62.8,0.5957
62.808,0.45508
62.816,0.11523
62.824,0.099609
62.832,0.17578
62.84,0.16016
62.848,0.16602
62.856,0.16992
62.864,0.16602
62.872,0.16992
62.88,0.17969
62.888,0.18555
62.896,0.17969
62.904,0.17578
62.912,0.18945
62.92,0.19531
62.928,0.20117
62.936,0.20508
62.944,0.20508
62.952,0.21484
62.96,0.22461
62.968,0.23047
62.976,0.23047
62.984,0.24023
62.992,0.25
63,0.25586
63.008,0.25586
63.016,0.25
63.024,0.23047
63.032,0.21094
63.04,0.18945
63.048,0.16602
63.056,0.15625
63.064,0.13477
63.072,0.125
63.08,0.12109
63.088,0.13477
63.096,0.16016
63.104,0.17578
63.112,0.18555
63.12,0.20508
63.128,0.20508
63.136,0.2207
63.144,0.22461
63.152,0.2207
63.16,0.22461
63.168,0.22461
63.176,0.23047
63.184,0.23047
63.192,0.23047
63.2,0.23438
63.208,0.24023
63.216,0.24023
63.224,0.24609
63.232,0.24023
63.24,0.25586
63.248,0.2793
63.256,0.30469
63.264,0.30078
63.272,0.33594
63.28,0.36523
63.288,0.375
63.296,0.34961
63.304,0.33008
63.312,0.2793
63.32,0.27539
63.328,0.30078
63.336,0.25586
63.344,0.20508
63.352,0.17969
63.36,0.16602
63.368,0.16602
63.376,0.16016
63.384,0.16016
63.392,0.16016
63.4,0.16016
63.408,0.16602
63.416,0.16016
63.424,0.16602
63.432,0.16016
63.44,0.22461
63.448,0.36523
63.456,0.4707
63.464,0.53516
63.472,0.33594
63.48,0.041016
63.488,0.099609
63.496,0.14453
63.504,0.17578
63.512,0.18555
63.52,0.19531
63.528,0.18945
63.536,0.20117
63.544,0.20508
63.552,0.21094
63.56,0.21094
63.568,0.21484
63.576,0.2207
63.584,0.23047
63.592,0.23438
63.6,0.24023
63.608,0.25
63.616,0.25586
63.624,0.26562
63.632,0.26953
63.64,0.27539
63.648,0.27539
63.656,0.28516
63.664,0.28516
63.672,0.29102
63.68,0.2793
63.688,0.27539
63.696,0.25977
63.704,0.24609
63.712,0.22461
63.72,0.20117
63.728,0.17969
63.736,0.16602
63.744,0.16992
63.752,0.17578
63.76,0.17969
63.768,0.19531
63.776,0.20508
63.784,0.21094
63.792,0.21094
63.8,0.2207
63.808,0.21094
63.816,0.21484
63.824,0.2207
63.832,0.22461
63.84,0.23047
63.848,0.22461
63.856,0.23047
63.864,0.23047
63.872,0.23047
63.88,0.23047
63.888,0.23047
63.896,0.23047
63.904,0.25
63.912,0.28516
63.92,0.30078
63.928,0.30469
63.936,0.34961
63.944,0.375
63.952,0.38477
63.96,0.3457
63.968,0.31055
63.976,0.27539
63.984,0.29492
63.992,0.27539
64,0.23047
64.008,0.19531
64.016,0.17578
64.024,0.16602
64.032,0.16602
64.04,0.16016
64.048,0.15625
64.056,0.16016
64.064,0.15039
64.072,0.16016
64.08,0.16016
64.088,0.16016
64.096,0.18555
64.104,0.29102
64.112,0.41992
64.12,0.5
64.128,0.52539
64.136,0.15039
64.144,0.035156
64.152,0.13086
64.16,0.14453
64.168,0.17969
64.176,0.18555
64.184,0.18945
64.192,0.19531
64.2,0.20117
64.208,0.20508
64.216,0.21094
64.224,0.21484
64.232,0.2207
64.24,0.22461
64.248,0.23047
64.256,0.23047
64.264,0.23438
64.272,0.25
64.28,0.25586
64.288,0.25977
64.296,0.25977
64.304,0.27539
64.312,0.27539
64.32,0.28516
64.328,0.29102
64.336,0.29102
64.344,0.27539
64.352,0.26562
64.36,0.24609
64.368,0.23047
64.376,0.21094
64.384,0.18945
64.392,0.16602
64.4,0.16992
64.408,0.16992
64.416,0.17969
64.424,0.18555
64.432,0.20508
64.44,0.21094
64.448,0.21484
64.456,0.2207
64.464,0.21484
64.472,0.2207
64.48,0.2207
64.488,0.22461
64.496,0.22461
64.504,0.23047
64.512,0.23047
64.52,0.23438
64.528,0.24023
64.536,0.24023
64.544,0.23438
64.552,0.24609
64.56,0.25586
64.568,0.29492
64.576,0.31055
64.584,0.30469
64.592,0.33984
64.6,0.38086
64.608,0.38477
64.616,0.34961
64.624,0.32422
64.632,0.2793
64.64,0.30078
64.648,0.2793
64.656,0.24023
64.664,0.19531
64.672,0.17969
64.68,0.16602
64.688,0.16016
64.696,0.16016
64.704,0.16016
64.712,0.15039
64.72,0.16016
64.728,0.16016
64.736,0.16602
64.744,0.16016
64.752,0.17578
64.76,0.24023
64.768,0.38477
64.776,0.47461
64.784,0.51562
64.792,0.25977
64.8,0.025391
64.808,0.11133
64.816,0.15625
64.824,0.17969
64.832,0.19531
64.84,0.19531
64.848,0.19531
64.856,0.20508
64.864,0.20508
64.872,0.21094
64.88,0.21484
64.888,0.2207
64.896,0.21484
64.904,0.22461
64.912,0.22461
64.92,0.23438
64.928,0.23438
64.936,0.24609
64.944,0.25
64.952,0.25586
64.96,0.25977
64.968,0.27539
64.976,0.27539
64.984,0.28516
64.992,0.2793
65,0.27539
65.008,0.26562
65.016,0.25586
65.024,0.23438
65.032,0.21094
65.04,0.18555
65.048,0.16992
65.056,0.16016
65.064,0.16602
65.072,0.17578
65.08,0.17969
65.088,0.20117
65.096,0.20508
65.104,0.2207
65.112,0.2207
65.12,0.22461
65.128,0.22461
65.136,0.23047
65.144,0.23047
65.152,0.24023
65.16,0.23438
65.168,0.24609
65.176,0.24023
65.184,0.23438
65.192,0.24023
65.2,0.24609
65.208,0.25
65.216,0.26562
65.224,0.29492
65.232,0.31055
65.24,0.31445
65.248,0.34961
65.256,0.38086
65.264,0.38086
65.272,0.35547
65.28,0.33008
65.288,0.29492
65.296,0.31055
65.304,0.29102
65.312,0.24023
65.32,0.20117
65.328,0.17969
65.336,0.17969
65.344,0.16992
65.352,0.16992
65.36,0.16016
65.368,0.16016
65.376,0.16016
65.384,0.15625
65.392,0.15625
65.4,0.16016
65.408,0.17578
65.416,0.25586
65.424,0.39453
65.432,0.49023
65.44,0.53906
65.448,0.22461
65.456,0.054688
65.464,0.15039
65.472,0.16992
65.48,0.18555
65.488,0.18945
65.496,0.18555
65.504,0.18945
65.512,0.19531
65.52,0.20508
65.528,0.20508
65.536,0.21094
65.544,0.21094
65.552,0.21484
65.56,0.2207
65.568,0.23047
65.576,0.23047
65.584,0.23438
65.592,0.23438
65.6,0.25
65.608,0.25586
65.616,0.25977
65.624,0.26562
65.632,0.25586
65.64,0.27539
65.648,0.26562
65.656,0.25586
65.664,0.25
65.672,0.23047
65.68,0.21094
65.688,0.18555
65.696,0.16602
65.704,0.15625
65.712,0.14453
65.72,0.15625
65.728,0.16016
65.736,0.17969
65.744,0.19531
65.752,0.21484
65.76,0.21094
65.768,0.2207
65.776,0.2207
65.784,0.21484
65.792,0.21484
65.8,0.22461
65.808,0.2207
65.816,0.2207
65.824,0.2207
65.832,0.22461
65.84,0.22461
65.848,0.23047
65.856,0.23047
65.864,0.23047
65.872,0.25
65.88,0.29102
65.888,0.29492
65.896,0.30078
65.904,0.3457
65.912,0.37109
65.92,0.375
65.928,0.3457
65.936,0.32422
65.944,0.28516
65.952,0.30078
65.96,0.27539
65.968,0.24023
65.976,0.20117
65.984,0.17969
65.992,0.17578
66,0.17578
66.008,0.16016
66.016,0.16016
66.024,0.16602
66.032,0.16602
66.04,0.16602
66.048,0.16992
66.056,0.17578
66.064,0.16992
66.072,0.2793
66.08,0.42578
66.088,0.55078
66.096,0.58984
66.104,0.20508
66.112,0.099609
66.12,0.18945
66.128,0.17578
66.136,0.19531
66.144,0.18945
66.152,0.18945
66.16,0.18945
66.168,0.20117
66.176,0.19531
66.184,0.20117
66.192,0.20117
66.2,0.20508
66.208,0.21094
66.216,0.21484
66.224,0.22461
66.232,0.23047
66.24,0.23047
66.248,0.24023
66.256,0.25
66.264,0.25586
66.272,0.24609
66.28,0.25586
66.288,0.26562
66.296,0.26562
66.304,0.26953
66.312,0.25
66.32,0.23047
66.328,0.21094
66.336,0.18945
66.344,0.16602
66.352,0.14453
66.36,0.13477
66.368,0.13477
66.376,0.14453
66.384,0.17578
66.392,0.18555
66.4,0.20117
66.408,0.21484
66.416,0.22461
66.424,0.23047
66.432,0.23047
66.44,0.22461
66.448,0.23047
66.456,0.24023
66.464,0.23047
66.472,0.23047
66.48,0.24023
66.488,0.24023
66.496,0.24609
66.504,0.24609
66.512,0.24023
66.52,0.25586
66.528,0.2793
66.536,0.30078
66.544,0.29492
66.552,0.33008
66.56,0.36523
66.568,0.37109
66.576,0.34961
66.584,0.33008
66.592,0.28516
66.6,0.30078
66.608,0.27539
66.616,0.23438
66.624,0.18945
66.632,0.17578
66.64,0.16602
66.648,0.16016
66.656,0.15625
66.664,0.15625
66.672,0.15625
66.68,0.16016
66.688,0.15625
66.696,0.16016
66.704,0.16016
66.712,0.16992
66.72,0.24609
66.728,0.39062
66.736,0.51562
66.744,0.58398
66.752,0.30469
66.76,0.085938
66.768,0.16602
66.776,0.16016
66.784,0.17578
66.792,0.17969
66.8,0.17969
66.808,0.18555
66.816,0.18555
66.824,0.18945
66.832,0.20117
66.84,0.20508
66.848,0.20508
66.856,0.21484
66.864,0.2207
66.872,0.23047
66.88,0.23438
66.888,0.24023
66.896,0.24023
66.904,0.25
66.912,0.25586
66.92,0.25586
66.928,0.25977
66.936,0.27539
66.944,0.27539
66.952,0.27539
66.96,0.26953
66.968,0.25586
66.976,0.24023
66.984,0.2207
66.992,0.20117
67,0.18555
67.008,0.16602
67.016,0.16016
67.024,0.16016
67.032,0.17969
67.04,0.19531
67.048,0.21484
67.056,0.22461
67.064,0.23438
67.072,0.24023
67.08,0.24023
67.088,0.24023
67.096,0.23438
67.104,0.24023
67.112,0.23438
67.12,0.24609
67.128,0.24023
67.136,0.24609
67.144,0.24609
67.152,0.25586
67.16,0.25586
67.168,0.25977
67.176,0.29102
67.184,0.32422
67.192,0.33008
67.2,0.3457
67.208,0.38086
67.216,0.39453
67.224,0.37109
67.232,0.34961
67.24,0.30469
67.248,0.29492
67.256,0.31055
67.264,0.27539
67.272,0.22461
67.28,0.19531
67.288,0.18945
67.296,0.17969
67.304,0.17969
67.312,0.17969
67.32,0.16992
67.328,0.17578
67.336,0.17969
67.344,0.17578
67.352,0.17969
67.36,0.18555
67.368,0.23438
67.376,0.35547
67.384,0.4707
67.392,0.53906
67.4,0.40039
67.408,0.060547
67.416,0.044922
67.424,0.15039
67.432,0.17578
67.44,0.19531
67.448,0.18945
67.456,0.19531
67.464,0.20508
67.472,0.21094
67.48,0.21484
67.488,0.2207
67.496,0.22461
67.504,0.23047
67.512,0.23047
67.52,0.24609
67.528,0.25
67.536,0.25586
67.544,0.25977
67.552,0.26953
67.56,0.26562
67.568,0.27539
67.576,0.28516
67.584,0.29492
67.592,0.29492
67.6,0.30078
67.608,0.29102
67.616,0.28516
67.624,0.25977
67.632,0.25
67.64,0.22461
67.648,0.20117
67.656,0.17969
67.664,0.16992
67.672,0.16992
67.68,0.17969
67.688,0.19531
67.696,0.20508
67.704,0.21484
67.712,0.2207
67.72,0.22461
67.728,0.23047
67.736,0.23047
67.744,0.23047
67.752,0.23438
67.76,0.23438
67.768,0.24023
67.776,0.24023
67.784,0.23438
67.792,0.24023
67.8,0.25
67.808,0.24023
67.816,0.24609
67.824,0.26953
67.832,0.30469
67.84,0.31055
67.848,0.32031
67.856,0.36523
67.864,0.38477
67.872,0.39062
67.88,0.34961
67.888,0.31445
67.896,0.28516
67.904,0.30078
67.912,0.27539
67.92,0.23047
67.928,0.18945
67.936,0.17969
67.944,0.16992
67.952,0.17578
67.96,0.16016
67.968,0.16016
67.976,0.16016
67.984,0.16602
67.992,0.16602
68,0.16992
68.008,0.16602
68.016,0.19531
68.024,0.30078
68.032,0.42578
68.04,0.5
68.048,0.51562
68.056,0.10547
68.064,0.03125
68.072,0.13477
68.08,0.16602
68.088,0.19531
68.096,0.20117
68.104,0.20117
68.112,0.20508
68.12,0.20508
68.128,0.21094
68.136,0.21484
68.144,0.2207
68.152,0.23047
68.16,0.23047
68.168,0.24023
68.176,0.24023
68.184,0.25
68.192,0.25586
68.2,0.25977
68.208,0.26953
68.216,0.26562
68.224,0.27539
68.232,0.2793
68.24,0.29102
68.248,0.29102
68.256,0.2793
68.264,0.27539
68.272,0.25977
68.28,0.24609
68.288,0.22461
68.296,0.20508
68.304,0.18555
68.312,0.17578
68.32,0.17578
68.328,0.17969
68.336,0.18945
68.344,0.20508
68.352,0.21094
68.36,0.21484
68.368,0.2207
68.376,0.2207
68.384,0.22461
68.392,0.22461
68.4,0.22461
68.408,0.23047
68.416,0.23047
68.424,0.23438
68.432,0.24023
68.44,0.23438
68.448,0.24023
68.456,0.23438
68.464,0.24023
68.472,0.25586
68.48,0.30078
68.488,0.31055
68.496,0.30469
68.504,0.35547
68.512,0.38477
68.52,0.39453
68.528,0.35938
68.536,0.32422
68.544,0.27539
68.552,0.30078
68.56,0.2793
68.568,0.23047
68.576,0.18945
68.584,0.17969
68.592,0.16992
68.6,0.16016
68.608,0.16016
68.616,0.15625
68.624,0.16016
68.632,0.16016
68.64,0.15625
68.648,0.16016
68.656,0.16016
68.664,0.18555
68.672,0.26562
68.68,0.4043
68.688,0.49023
68.696,0.51953
68.704,0.19531
68.712,0.035156
68.72,0.125
68.728,0.15625
68.736,0.18555
68.744,0.19531
68.752,0.19531
68.76,0.19531
68.768,0.20508
68.776,0.20508
68.784,0.21094
68.792,0.21094
68.8,0.2207
68.808,0.2207
68.816,0.23047
68.824,0.23047
68.832,0.24609
68.84,0.25
68.848,0.25586
68.856,0.25977
68.864,0.27539
68.872,0.2793
68.88,0.2793
68.888,0.28516
68.896,0.28516
68.904,0.27539
68.912,0.27539
68.92,0.26562
68.928,0.24609
68.936,0.22461
68.944,0.20117
68.952,0.17969
68.96,0.16016
68.968,0.16016
68.976,0.16602
68.984,0.17969
68.992,0.18555
69,0.20117
69.008,0.21094
69.016,0.21484
69.024,0.2207
69.032,0.22461
69.04,0.21484
69.048,0.21484
69.056,0.2207
69.064,0.22461
69.072,0.23047
69.08,0.23047
69.088,0.23047
69.096,0.23047
69.104,0.23047
69.112,0.23047
69.12,0.23438
69.128,0.26562
69.136,0.29492
69.144,0.30078
69.152,0.32031
69.16,0.35547
69.168,0.375
69.176,0.35938
69.184,0.33984
69.192,0.29492
69.2,0.2793
69.208,0.29492
69.216,0.26562
69.224,0.21094
69.232,0.17969
69.24,0.16992
69.248,0.16016
69.256,0.15625
69.264,0.16016
69.272,0.16016
69.28,0.15625
69.288,0.16016
69.296,0.16016
69.304,0.16016
69.312,0.16016
69.32,0.19531
69.328,0.30469
69.336,0.43945
69.344,0.54492
69.352,0.46484
69.36,0.11523
69.368,0.064453
69.376,0.16992
69.384,0.16602
69.392,0.17969
69.4,0.17969
69.408,0.17969
69.416,0.18555
69.424,0.19531
69.432,0.19531
69.44,0.18945
69.448,0.20117
69.456,0.20117
69.464,0.21094
69.472,0.21484
69.48,0.2207
69.488,0.2207
69.496,0.23047
69.504,0.23047
69.512,0.23438
69.52,0.25
69.528,0.25
69.536,0.25586
69.544,0.25586
69.552,0.25977
69.56,0.25586
69.568,0.24609
69.576,0.23047
69.584,0.21094
69.592,0.18555
69.6,0.16602
69.608,0.14062
69.616,0.13086
69.624,0.125
69.632,0.14453
69.64,0.16016
69.648,0.17969
69.656,0.19531
69.664,0.21484
69.672,0.2207
